date,academy,name,psychometric_score,presentation_score
Tuesday 23 April 2019,London Academy,Guillemette Fibbit,48,22
Wednesday 23 January 2019,London Academy,Windham Biagi,55,21
Wednesday 23 January 2019,London Academy,Thorndike Prynne,52,14
Wednesday 23 January 2019,London Academy,Carmelia Huzzay,55,22
Wednesday 23 January 2019,London Academy,Luther Waddilow,60,22
Wednesday 23 January 2019,London Academy,Nadeen Baily,50,14
Wednesday 23 January 2019,London Academy,Emmet Hehnke,42,20
Wednesday 23 January 2019,London Academy,Hetti Beach,52,21
Wednesday 23 January 2019,London Academy,Daphene Friedlos,67,16
Wednesday 23 January 2019,London Academy,Jacki Pinkstone,51,21
Wednesday 23 January 2019,London Academy,Austin Brister,53,22
Wednesday 23 January 2019,London Academy,Samuel Simone,52,20
Wednesday 23 January 2019,London Academy,Melisandra Walling,61,19
Wednesday 23 January 2019,London Academy,Nestor Thornewill,54,24
Wednesday 23 January 2019,London Academy,Kelley Bourgeois,50,16
Wednesday 23 January 2019,London Academy,Hinze Treat,68,23
Wednesday 23 January 2019,London Academy,Allen Edelman,62,21
Wednesday 23 January 2019,London Academy,Winnah Spooner,60,21
Wednesday 23 January 2019,London Academy,Bettye Di Napoli,56,15
Wednesday 23 January 2019,London Academy,Shannan Andrejevic,46,19
Wednesday 23 January 2019,London Academy,Jerry Lamort,64,13
Wednesday 23 January 2019,London Academy,Chiarra Laughlan,46,15
Wednesday 23 January 2019,London Academy,Pascale Snelgrove,62,17
Wednesday 23 January 2019,London Academy,Bernelle Longhorne,56,24
Wednesday 23 January 2019,London Academy,Aviva Duddan,59,20
Wednesday 23 January 2019,London Academy,Wendy Ducastel,55,22
Wednesday 23 January 2019,London Academy,Sherwin Guy,48,18
Tuesday 23 July 2019,London Academy,Sim Bacchus,55,22
Tuesday 23 July 2019,London Academy,Sybila Bragge,50,25
Tuesday 23 July 2019,London Academy,Brigid Blabber,52,22
Tuesday 23 July 2019,London Academy,Nickolai Mollison,44,16
Tuesday 23 July 2019,London Academy,Elliot Yarnley,58,23
Tuesday 23 July 2019,London Academy,Ulrike Kirvin,36,21
Tuesday 23 July 2019,London Academy,Donavon Glazebrook,50,15
Tuesday 23 July 2019,London Academy,Merrill Mckie,58,19
Tuesday 23 July 2019,London Academy,Ronny Vasilchenko,60,21
Tuesday 23 July 2019,London Academy,Scarlett Roarty,58,23
Tuesday 23 July 2019,London Academy,Annabela Brackenridge,53,24
Tuesday 23 July 2019,London Academy,Kerstin Couper,52,22
Tuesday 23 July 2019,London Academy,Alistair Scanes,59,22
Tuesday 23 July 2019,London Academy,Annice Farady,54,13
Tuesday 23 July 2019,London Academy,Rachelle Loutheane,51,14
Tuesday 23 July 2019,London Academy,Adela Paley,59,18
Tuesday 23 July 2019,London Academy,Sterling Byer,49,22
Tuesday 23 July 2019,London Academy,Nadya Pineaux,56,23
Tuesday 23 July 2019,London Academy,Ches Wahlberg,54,22
Tuesday 23 July 2019,London Academy,Merline Rickell,53,22
Thursday 23 May 2019,Birmingham Academy,Bernadette O' Timony,59,19
Thursday 23 May 2019,Birmingham Academy,Gert Buffery,48,21
Thursday 23 May 2019,Birmingham Academy,Brittany Mccluskey,53,19
Thursday 23 May 2019,Birmingham Academy,Timmi Warr,64,20
Thursday 23 May 2019,Birmingham Academy,Dallas Sheekey,58,18
Thursday 23 May 2019,Birmingham Academy,Wolfie Showers,54,23
Thursday 23 May 2019,Birmingham Academy,Gaven Eckford,57,16
Thursday 23 May 2019,Birmingham Academy,Nicolea Gibbins,61,23
Thursday 23 May 2019,Birmingham Academy,Godfrey Mcalpine,49,17
Thursday 23 May 2019,Birmingham Academy,Jamima Thursby,60,22
Thursday 23 May 2019,Birmingham Academy,Harlene Brymner,51,21
Thursday 23 May 2019,Birmingham Academy,Buddy Kettle,61,19
Thursday 23 May 2019,Birmingham Academy,Evey Reisk,50,23
Thursday 23 May 2019,Birmingham Academy,Artur Domaschke,68,19
Thursday 23 May 2019,Birmingham Academy,Park Jaumet,55,19
Thursday 23 May 2019,Birmingham Academy,Terrie Mackibbon,55,19
Thursday 23 May 2019,Birmingham Academy,Roland Mcmurray,50,17
Thursday 23 May 2019,Birmingham Academy,Alison Tranckle,58,24
Thursday 23 May 2019,Birmingham Academy,Renado Arnaldo,60,18
Thursday 23 May 2019,Birmingham Academy,Lucian Luckin,52,24
Thursday 23 May 2019,Birmingham Academy,Tabor Veltman,65,19
Thursday 23 May 2019,Birmingham Academy,Sigmund Moulin,58,24
Thursday 23 May 2019,Birmingham Academy,Herby Gladdor,46,19
Thursday 23 May 2019,Birmingham Academy,Sukey Donisi,53,20
Wednesday 23 October 2019,London Academy,Floria Keunemann,56,23
Wednesday 23 October 2019,London Academy,Raffaello Byneth,54,19
Wednesday 23 October 2019,London Academy,Morie Beer,56,20
Wednesday 23 October 2019,London Academy,Vic Massot,61,16
Wednesday 23 October 2019,London Academy,Laurens Routham,61,20
Wednesday 23 October 2019,London Academy,Carita Fenech,49,19
Wednesday 23 October 2019,London Academy,Danella Leisk,64,16
Wednesday 23 October 2019,London Academy,Jens Tomaskunas,59,20
Wednesday 23 October 2019,London Academy,Lindon Mee,53,22
Wednesday 23 October 2019,London Academy,Martita Hugle,57,25
Wednesday 23 October 2019,London Academy,Kameko Wilmore,60,17
Wednesday 23 October 2019,London Academy,Carrie Fitzhenry,55,22
Wednesday 23 October 2019,London Academy,Reuven Kneaphsey,53,24
Wednesday 23 October 2019,London Academy,Nelie Chate,60,20
Wednesday 23 October 2019,London Academy,Hatty Kinner,52,20
Wednesday 23 October 2019,London Academy,Nora Leyes,59,17
Wednesday 23 October 2019,London Academy,Toby Frossell,60,13
Wednesday 23 October 2019,London Academy,Tory Aireton,60,20
Wednesday 23 October 2019,London Academy,Ambros Dionsetto,43,16
Wednesday 23 October 2019,London Academy,Celesta Linturn,50,19
Wednesday 23 October 2019,London Academy,Nial Ipsly,51,15
Wednesday 23 October 2019,London Academy,Alfonso Paschek,47,21
Wednesday 23 October 2019,London Academy,Clair Prestland,46,18
Wednesday 23 October 2019,London Academy,Mortie Beadel,57,12
Wednesday 23 October 2019,London Academy,Oby Tomlin,50,22
Wednesday 23 October 2019,London Academy,Kissee Strowthers,57,11
Wednesday 23 October 2019,London Academy,Lelia Shingles,60,17
Wednesday 24 April 2019,London Academy,Parke Van Son,51,20
Wednesday 24 April 2019,London Academy,Hazel Boyack,69,22
Wednesday 24 April 2019,London Academy,Rosina Ellaway,56,19
Wednesday 24 April 2019,London Academy,Jeniffer Kohrsen,49,23
Wednesday 24 April 2019,London Academy,Anabelle Masey,68,22
Wednesday 24 April 2019,London Academy,Reube Launchbury,56,18
Wednesday 24 April 2019,London Academy,Janna Heyfield,57,19
Wednesday 24 April 2019,London Academy,Hersh Bramo,64,17
Wednesday 24 April 2019,London Academy,Kriste Yallop,43,18
Wednesday 24 April 2019,London Academy,Hayward Macdunleavy,57,28
Wednesday 24 April 2019,London Academy,Huberto Vollam,54,21
Wednesday 24 April 2019,London Academy,Lorianne Potticary,56,21
Wednesday 24 April 2019,London Academy,Klarika Grodden,49,14
Wednesday 24 April 2019,London Academy,Tanya Altofts,54,23
Wednesday 24 April 2019,London Academy,Florence Joseph,59,23
Wednesday 24 April 2019,London Academy,Gunilla Davidi,57,19
Wednesday 24 April 2019,London Academy,Daniela Raffan,58,18
Wednesday 24 April 2019,London Academy,Ruth Harnor,55,20
Wednesday 24 April 2019,London Academy,Wileen Reckus,52,27
Wednesday 24 April 2019,London Academy,Wilmer Gealle,52,29
Wednesday 24 April 2019,London Academy,Warde Zecchinii,53,17
Wednesday 24 April 2019,London Academy,Michele Lawtie,55,14
Wednesday 24 April 2019,London Academy,Garnette Zanussii,51,21
Thursday 24 January 2019,Birmingham Academy,Kit Oddboy,56,19
Thursday 24 January 2019,Birmingham Academy,Johannes Hanny,67,13
Thursday 24 January 2019,Birmingham Academy,Sibley Kneaphsey,50,23
Thursday 24 January 2019,Birmingham Academy,Jorry Boom,43,21
Thursday 24 January 2019,Birmingham Academy,Alexandro Frid,49,22
Thursday 24 January 2019,Birmingham Academy,Fran Gebbie,66,20
Thursday 24 January 2019,Birmingham Academy,Patrice Prescott,55,22
Thursday 24 January 2019,Birmingham Academy,Blaine Kimmel,52,11
Thursday 24 January 2019,Birmingham Academy,Isac Bronger,64,22
Thursday 24 January 2019,Birmingham Academy,Muhammad Garthland,52,24
Thursday 24 January 2019,Birmingham Academy,Merlina Spires,46,25
Thursday 24 January 2019,Birmingham Academy,Danna Doyley,46,24
Thursday 24 January 2019,Birmingham Academy,Roxanna Tunstall,52,16
Thursday 24 January 2019,Birmingham Academy,Konrad Mccready,56,21
Thursday 24 January 2019,Birmingham Academy,Goober Sully,46,20
Thursday 24 January 2019,Birmingham Academy,Zoe Schlag,59,20
Thursday 24 January 2019,Birmingham Academy,Thurston Venes,54,19
Thursday 24 January 2019,Birmingham Academy,Jorry Varley,54,21
Thursday 24 January 2019,Birmingham Academy,Hallie Robbeke,51,21
Thursday 24 January 2019,Birmingham Academy,Lutero Winning,58,23
Thursday 24 January 2019,Birmingham Academy,Ronalda Richmond,63,21
Thursday 24 January 2019,Birmingham Academy,Sybil Maydway,60,25
Thursday 24 January 2019,Birmingham Academy,Kiah Pittwood,68,18
Thursday 24 January 2019,Birmingham Academy,Craig Ferriby,55,19
Thursday 24 January 2019,Birmingham Academy,Mel Lafontaine,64,19
Thursday 24 January 2019,Birmingham Academy,Marlon Tomala,59,15
Thursday 24 January 2019,Birmingham Academy,Olin Gariff,58,15
Thursday 24 January 2019,Birmingham Academy,Findley Mcandie,49,27
Wednesday 24 July 2019,London Academy,Nora Akers,61,23
Wednesday 24 July 2019,London Academy,Francklyn Leyninye,59,22
Wednesday 24 July 2019,London Academy,Julissa Dumbleton,57,19
Wednesday 24 July 2019,London Academy,Elise Soppeth,57,22
Wednesday 24 July 2019,London Academy,Kerr Allanson,58,21
Wednesday 24 July 2019,London Academy,Berty Saye,44,22
Wednesday 24 July 2019,London Academy,Hurley Collyer,70,24
Wednesday 24 July 2019,London Academy,Horten Goble,65,24
Wednesday 24 July 2019,London Academy,Katrine Westley,66,21
Wednesday 24 July 2019,London Academy,Ingrid Cradick,65,24
Wednesday 24 July 2019,London Academy,Valery Delia,56,23
Wednesday 24 July 2019,London Academy,Andrey Cochran,55,25
Wednesday 24 July 2019,London Academy,Bryanty Brosnan,48,19
Wednesday 24 July 2019,London Academy,Virgilio Duddy,46,23
Wednesday 24 July 2019,London Academy,Raimondo Mellodey,65,23
Wednesday 24 July 2019,London Academy,Nevil Penhaligon,57,21
Wednesday 24 July 2019,London Academy,Clementine Greedier,67,17
Wednesday 24 July 2019,London Academy,Harrison Filby,48,23
Wednesday 24 July 2019,London Academy,Brodie Chipperfield,55,22
Wednesday 24 July 2019,London Academy,Dewitt Milborn,52,18
Wednesday 24 July 2019,London Academy,Raven Derx,52,22
Wednesday 24 July 2019,London Academy,Ines Plaschke,54,18
Wednesday 24 July 2019,London Academy,Ahmad Shreeves,44,19
Wednesday 24 July 2019,London Academy,Allyn Spatoni,47,20
Thursday 24 October 2019,Birmingham Academy,Ruby Batecok,72,20
Thursday 24 October 2019,Birmingham Academy,Odell Dwire,65,20
Thursday 24 October 2019,Birmingham Academy,Joete Gummory,45,20
Thursday 24 October 2019,Birmingham Academy,Kathrine Sugar,56,17
Thursday 24 October 2019,Birmingham Academy,Lanie Romeuf,58,19
Thursday 24 October 2019,Birmingham Academy,Gavin Dougill,52,14
Thursday 24 October 2019,Birmingham Academy,Farlay Pitman,58,25
Thursday 24 October 2019,Birmingham Academy,Banky Mchaffy,49,25
Thursday 24 October 2019,Birmingham Academy,Maiga Griffin,54,20
Thursday 24 October 2019,Birmingham Academy,Tiffany Laugherane,58,21
Thursday 24 October 2019,Birmingham Academy,Karita Crissil,57,19
Thursday 24 October 2019,Birmingham Academy,Nalani Petz,64,12
Thursday 24 October 2019,Birmingham Academy,Gaston Kunc,63,15
Thursday 24 October 2019,Birmingham Academy,Thaxter Vanyushin,52,24
Thursday 24 October 2019,Birmingham Academy,Lonnard Wetton,49,23
Thursday 24 October 2019,Birmingham Academy,Vanny Grimsditch,50,19
Thursday 24 October 2019,Birmingham Academy,Jori Riseley,51,21
Thursday 24 October 2019,Birmingham Academy,Corny O'Tuohy,49,19
Thursday 24 October 2019,Birmingham Academy,Kelly Coneybeer,68,16
Thursday 24 October 2019,Birmingham Academy,Abner Devo,36,22
Thursday 24 October 2019,Birmingham Academy,Almeda Jeppe,60,24
Thursday 24 October 2019,Birmingham Academy,Amos Chattell,46,19
Thursday 24 October 2019,Birmingham Academy,Waylan Gors,51,26
Thursday 24 October 2019,Birmingham Academy,Romy Nother,66,20
Tuesday 24 September 2019,London Academy,Sunshine Backshall,55,21
Tuesday 24 September 2019,London Academy,Demetre Coghlan,48,21
Tuesday 24 September 2019,London Academy,Dyanna Kidman,49,21
Tuesday 24 September 2019,London Academy,Llywellyn Beckitt,58,19
Tuesday 24 September 2019,London Academy,Tadio Colloby,60,19
Tuesday 24 September 2019,London Academy,Dotti Crauford,67,22
Tuesday 24 September 2019,London Academy,Lurline Souness,55,21
Tuesday 24 September 2019,London Academy,Uriah Terlinden,38,21
Tuesday 24 September 2019,London Academy,Agnella Dairton,69,15
Tuesday 24 September 2019,London Academy,Dion Eccersley,62,21
Tuesday 24 September 2019,London Academy,Doralia Deackes,55,23
Tuesday 24 September 2019,London Academy,Gene Levens,66,23
Tuesday 24 September 2019,London Academy,Dante Littley,49,18
Tuesday 24 September 2019,London Academy,Robbie Adess,41,20
Tuesday 24 September 2019,London Academy,Rahal Rymill,48,22
Tuesday 24 September 2019,London Academy,Dunc Smallacombe,58,20
Tuesday 24 September 2019,London Academy,Reta Blais,55,17
Tuesday 24 September 2019,London Academy,Dolly Casaro,56,24
Tuesday 24 September 2019,London Academy,Antonetta Rustedge,53,18
Tuesday 24 September 2019,London Academy,Mildred Macalaster,66,19
Tuesday 24 September 2019,London Academy,Bartel Billiard,43,20
Tuesday 24 September 2019,London Academy,Thorpe Sigars,69,20
Tuesday 24 September 2019,London Academy,Englebert Orme,59,19
Tuesday 24 September 2019,London Academy,Storm Henryson,59,19
Tuesday 24 September 2019,London Academy,Kalinda Leebetter,54,22
Tuesday 24 September 2019,London Academy,Ulrika Southam,53,24
Tuesday 24 September 2019,London Academy,Renado Rubes,40,18
Tuesday 24 September 2019,London Academy,Vernon Bennough,55,24
Thursday 25 April 2019,Birmingham Academy,Cherey Tollfree,59,18
Thursday 25 April 2019,Birmingham Academy,Verena Sheddan,49,20
Thursday 25 April 2019,Birmingham Academy,Niel Snartt,38,17
Thursday 25 April 2019,Birmingham Academy,Fredrick Carvil,53,18
Thursday 25 April 2019,Birmingham Academy,Idelle Kidstoun,54,17
Thursday 25 April 2019,Birmingham Academy,Dorolisa Cutmere,61,23
Thursday 25 April 2019,Birmingham Academy,Reeva Roistone,47,22
Thursday 25 April 2019,Birmingham Academy,Flss Whittle,59,14
Thursday 25 April 2019,Birmingham Academy,Emiline Bolderoe,64,22
Thursday 25 April 2019,Birmingham Academy,Winnifred Outright,72,19
Thursday 25 April 2019,Birmingham Academy,Bailey Antrim,59,17
Thursday 25 April 2019,Birmingham Academy,Phyllida Mcdiarmid,52,21
Thursday 25 April 2019,Birmingham Academy,Atlante Brewins,47,25
Thursday 25 April 2019,Birmingham Academy,Templeton Krzysztofiak,58,18
Thursday 25 April 2019,Birmingham Academy,Idelle Pidgeley,51,18
Thursday 25 April 2019,Birmingham Academy,Teodora Redwood,66,18
Thursday 25 April 2019,Birmingham Academy,Deana Legonidec,62,22
Thursday 25 April 2019,Birmingham Academy,Cati Von Salzberg,58,14
Thursday 25 April 2019,Birmingham Academy,Jarib Rayhill,60,15
Thursday 25 April 2019,Birmingham Academy,Lanny Esposita,49,23
Thursday 25 April 2019,Birmingham Academy,Konstantine Badsey,48,23
Thursday 25 April 2019,Birmingham Academy,Ave Waudby,62,18
Thursday 25 April 2019,Birmingham Academy,Fidela Dallywater,58,20
Thursday 25 April 2019,Birmingham Academy,Ertha Nudds,58,18
Thursday 25 April 2019,Birmingham Academy,Conny Robson,41,14
Thursday 25 April 2019,Birmingham Academy,Boycey Matushenko,69,21
Thursday 25 July 2019,Birmingham Academy,Guss Tacon,61,12
Thursday 25 July 2019,Birmingham Academy,Sander Rewbottom,58,21
Thursday 25 July 2019,Birmingham Academy,Annie Ibbotson,52,15
Thursday 25 July 2019,Birmingham Academy,Domini Norvel,42,28
Thursday 25 July 2019,Birmingham Academy,Vanessa Schimke,62,13
Thursday 25 July 2019,Birmingham Academy,Nissie D'Andrea,49,20
Thursday 25 July 2019,Birmingham Academy,Gisele Beetham,50,20
Thursday 25 July 2019,Birmingham Academy,Justis Gilham,54,20
Thursday 25 July 2019,Birmingham Academy,Sela Pavese,56,19
Thursday 25 July 2019,Birmingham Academy,Marcela Riding,59,19
Thursday 25 July 2019,Birmingham Academy,Thedrick Chastagnier,39,16
Thursday 25 July 2019,Birmingham Academy,Emelen Romera,45,16
Thursday 25 July 2019,Birmingham Academy,Peterus Bartolomeazzi,55,23
Thursday 25 July 2019,Birmingham Academy,Ira Grima,60,20
Thursday 25 July 2019,Birmingham Academy,Hurlee Hesey,61,19
Thursday 25 July 2019,Birmingham Academy,Cordie Duckering,53,21
Thursday 25 July 2019,Birmingham Academy,Jeffry Cockman,54,10
Thursday 25 July 2019,Birmingham Academy,Leopold Boichat,60,23
Thursday 25 July 2019,Birmingham Academy,Grant Hasney,48,23
Thursday 25 July 2019,Birmingham Academy,Coleman Martynka,57,23
Thursday 25 July 2019,Birmingham Academy,Brendon Corbally,47,13
Thursday 25 July 2019,Birmingham Academy,Oralia Chaikovski,55,23
Thursday 25 July 2019,Birmingham Academy,Clarke Cradoc,61,27
Thursday 25 July 2019,Birmingham Academy,Rois Covey,55,23
Thursday 25 July 2019,Birmingham Academy,Allyce Attwill,55,23
Thursday 25 July 2019,Birmingham Academy,Layne Mcaline,50,21
Thursday 25 July 2019,Birmingham Academy,Antonie Coram,53,27
Thursday 25 July 2019,Birmingham Academy,Nani Measom,63,18
Thursday 25 July 2019,Birmingham Academy,Elwin Collumbine,47,19
Thursday 25 July 2019,Birmingham Academy,Evvy Allcock,64,22
Tuesday 25 June 2019,London Academy,Aurelea Leason,51,19
Tuesday 25 June 2019,London Academy,Marchall Pocklington,58,18
Tuesday 25 June 2019,London Academy,Giulietta Dissman,62,19
Tuesday 25 June 2019,London Academy,Nehemiah Tackle,44,26
Tuesday 25 June 2019,London Academy,Lind Ferebee,51,25
Tuesday 25 June 2019,London Academy,Malia Checcucci,57,21
Tuesday 25 June 2019,London Academy,Fancie Coster,66,21
Tuesday 25 June 2019,London Academy,Shel Bolzen,59,18
Tuesday 25 June 2019,London Academy,Matilda Mattiessen,59,22
Tuesday 25 June 2019,London Academy,Francklin Warrington,51,21
Tuesday 25 June 2019,London Academy,Hulda Bales,58,22
Tuesday 25 June 2019,London Academy,Sophey Skypp,45,20
Tuesday 25 June 2019,London Academy,Maren Burgott,38,21
Tuesday 25 June 2019,London Academy,Prescott Alfuso,51,20
Tuesday 25 June 2019,London Academy,Judie Lowy,65,20
Tuesday 25 June 2019,London Academy,Homere Stentiford,64,24
Tuesday 25 June 2019,London Academy,Mac Birkinshaw,56,8
Tuesday 25 June 2019,London Academy,Kellen Bentick,53,22
Tuesday 25 June 2019,London Academy,Trescha Gendrich,51,14
Tuesday 25 June 2019,London Academy,Paxton Mcginlay,63,15
Tuesday 25 June 2019,London Academy,Agustin Roderighi,38,21
Tuesday 25 June 2019,London Academy,Philly Jerrim,56,16
Tuesday 25 June 2019,London Academy,Sandi Gurton,62,27
Tuesday 25 June 2019,London Academy,Levy Standage,57,17
Tuesday 25 June 2019,London Academy,Lanni Otton,62,19
Tuesday 25 June 2019,London Academy,Allx Macdearmaid,59,16
Tuesday 25 June 2019,London Academy,Jarrod Driffe,68,17
Tuesday 25 June 2019,London Academy,Judd Abrahm,55,21
Tuesday 25 June 2019,London Academy,Kat Rigard,57,20
Tuesday 25 June 2019,London Academy,Amos Debill,51,19
Tuesday 25 June 2019,London Academy,Costanza Pyke,67,19
Tuesday 25 June 2019,London Academy,Othilia Hucker,65,21
Tuesday 25 June 2019,London Academy,Silvain Kuhwald,61,21
Wednesday 25 September 2019,London Academy,Rickie Burkert,54,19
Wednesday 25 September 2019,London Academy,Andriana Dunniom,57,16
Wednesday 25 September 2019,London Academy,Sherwin Mcilwraith,63,22
Wednesday 25 September 2019,London Academy,Iolande Trevers,61,23
Wednesday 25 September 2019,London Academy,Oralla Copelli,55,25
Wednesday 25 September 2019,London Academy,Foss Tilio,48,19
Wednesday 25 September 2019,London Academy,Tulley Fisbburne,59,14
Wednesday 25 September 2019,London Academy,Dasie Justis,49,24
Wednesday 25 September 2019,London Academy,Elvina Judd,60,19
Wednesday 25 September 2019,London Academy,Eimile Jobey,51,22
Wednesday 25 September 2019,London Academy,Anestassia Gadman,58,19
Wednesday 25 September 2019,London Academy,Willi Lakenden,48,20
Wednesday 25 September 2019,London Academy,Reg Gaines,52,19
Wednesday 25 September 2019,London Academy,Ches Keniwell,44,18
Wednesday 25 September 2019,London Academy,Darya Delafont,57,20
Wednesday 25 September 2019,London Academy,Myrta Tissell,52,21
Wednesday 25 September 2019,London Academy,Robin Gilleon,41,21
Wednesday 25 September 2019,London Academy,Gerta Leonards,67,19
Wednesday 25 September 2019,London Academy,Aleen Mckeurton,53,21
Wednesday 25 September 2019,London Academy,Prudi Bernardon,52,23
Wednesday 25 September 2019,London Academy,Prescott Turpey,62,22
Wednesday 25 September 2019,London Academy,Honor Jeandon,58,19
Wednesday 25 September 2019,London Academy,Malcolm Whittier,59,25
Wednesday 25 September 2019,London Academy,Gun Burkitt,57,22
Wednesday 25 September 2019,London Academy,Payton Turbard,58,26
Wednesday 25 September 2019,London Academy,Nealon Tompkiss,66,23
Wednesday 25 September 2019,London Academy,Cristal Prendergast,41,14
Wednesday 25 September 2019,London Academy,Neel Campana,50,21
Wednesday 25 September 2019,London Academy,Briana Shorter,60,19
Wednesday 25 September 2019,London Academy,Clyve Bowe,49,26
Wednesday 25 September 2019,London Academy,Rip Jordeson,55,14
Tuesday 26 February 2019,London Academy,Frasier Greedyer,51,18
Tuesday 26 February 2019,London Academy,Reese Proswell,53,22
Tuesday 26 February 2019,London Academy,Kimmi Bodell,50,20
Tuesday 26 February 2019,London Academy,Mart Greser,61,16
Tuesday 26 February 2019,London Academy,Audrye Tobias,54,20
Tuesday 26 February 2019,London Academy,Debby Mcglynn,57,17
Tuesday 26 February 2019,London Academy,Yvette Hammerberg,49,18
Tuesday 26 February 2019,London Academy,Artemas Towse,48,27
Tuesday 26 February 2019,London Academy,Georg Battman,60,24
Tuesday 26 February 2019,London Academy,Willis Dedney,41,23
Tuesday 26 February 2019,London Academy,Loraine Colville,54,24
Tuesday 26 February 2019,London Academy,Terry Macvanamy,60,28
Tuesday 26 February 2019,London Academy,Sheridan Angeau,53,21
Tuesday 26 February 2019,London Academy,Hermann Caser,60,18
Tuesday 26 February 2019,London Academy,Sammy Gowrie,61,17
Tuesday 26 February 2019,London Academy,Ali Shegog,55,20
Tuesday 26 February 2019,London Academy,Bryanty Zamorrano,47,24
Tuesday 26 February 2019,London Academy,Howard Shipperbottom,69,22
Tuesday 26 February 2019,London Academy,Marmaduke Bratch,50,17
Tuesday 26 February 2019,London Academy,Weston Bakes,55,22
Tuesday 26 February 2019,London Academy,Ealasaid Badcock,63,20
Tuesday 26 February 2019,London Academy,Edin Elie,50,20
Tuesday 26 February 2019,London Academy,Suellen Downgate,45,22
Tuesday 26 February 2019,London Academy,Marika Massard,54,18
Tuesday 26 February 2019,London Academy,Gal Wallwood,59,19
Tuesday 26 February 2019,London Academy,Maggy O'Cleary,53,15
Tuesday 26 February 2019,London Academy,Bobbye Hains,51,24
Tuesday 26 February 2019,London Academy,Jard Antonowicz,52,20
Tuesday 26 February 2019,London Academy,Norah Bowen,65,15
Wednesday 26 June 2019,London Academy,Simmonds Castledine,47,24
Wednesday 26 June 2019,London Academy,Jan Manilo,60,18
Wednesday 26 June 2019,London Academy,Kathy Meeking,52,24
Wednesday 26 June 2019,London Academy,Annamaria Redhole,55,19
Wednesday 26 June 2019,London Academy,Simonne Reggler,42,21
Wednesday 26 June 2019,London Academy,Bridie Tosh,61,9
Wednesday 26 June 2019,London Academy,Katherina Bowton,60,20
Wednesday 26 June 2019,London Academy,Kim Bester,62,22
Wednesday 26 June 2019,London Academy,Cherrita Allchorne,53,16
Wednesday 26 June 2019,London Academy,Rosalinda Frizzell,50,19
Wednesday 26 June 2019,London Academy,Brian Geard,56,10
Wednesday 26 June 2019,London Academy,Claire Reville,46,18
Wednesday 26 June 2019,London Academy,Briant Pope,53,22
Wednesday 26 June 2019,London Academy,Eamon Falls,56,14
Wednesday 26 June 2019,London Academy,Siegfried Gerleit,45,18
Wednesday 26 June 2019,London Academy,Lea Normington,59,20
Wednesday 26 June 2019,London Academy,Charleen Feldberger,56,14
Wednesday 26 June 2019,London Academy,Wilona Crean,59,21
Wednesday 26 June 2019,London Academy,Carlynne Keal,52,24
Wednesday 26 June 2019,London Academy,Bax Sweetman,50,24
Wednesday 26 June 2019,London Academy,Jamima Sturgess,58,23
Wednesday 26 June 2019,London Academy,Eddy Smuth,48,22
Wednesday 26 June 2019,London Academy,Jeannette Willans,63,21
Wednesday 26 June 2019,London Academy,Tirrell Tabart,52,23
Wednesday 26 June 2019,London Academy,Roland Skeene,57,17
Wednesday 26 June 2019,London Academy,Abram Sueter,68,19
Wednesday 26 June 2019,London Academy,Bab Durnan,47,17
Wednesday 26 June 2019,London Academy,Cordie Bolduc,55,22
Wednesday 26 June 2019,London Academy,Fremont Vicary,59,25
Wednesday 26 June 2019,London Academy,Clio Lafflina,61,25
Wednesday 26 June 2019,London Academy,Balduin Gudgion,39,19
Wednesday 26 June 2019,London Academy,Ervin Acosta,59,20
Wednesday 26 June 2019,London Academy,Aguie Prati,61,19
Wednesday 26 June 2019,London Academy,Ceil Suerz,48,23
Wednesday 26 June 2019,London Academy,Kendra Twort,57,21
Wednesday 26 June 2019,London Academy,Dexter Clucas,50,12
Wednesday 26 June 2019,London Academy,Samson Mosen,54,18
Wednesday 26 June 2019,London Academy,Myrtle Satterly,67,13
Tuesday 26 March 2019,London Academy,Abbe Hanny,60,23
Tuesday 26 March 2019,London Academy,Anica Vallis,62,24
Tuesday 26 March 2019,London Academy,Quinton Kuhnt,56,17
Tuesday 26 March 2019,London Academy,Gavin Sides,62,24
Tuesday 26 March 2019,London Academy,Cyrill Wilkison,52,21
Tuesday 26 March 2019,London Academy,Teodoor Fleay,68,25
Tuesday 26 March 2019,London Academy,Kassia Wynch,61,22
Tuesday 26 March 2019,London Academy,Marcy Rout,47,20
Tuesday 26 March 2019,London Academy,Brion Clappson,44,19
Tuesday 26 March 2019,London Academy,Almire Vautrey,59,17
Tuesday 26 March 2019,London Academy,Rudy Davidde,56,23
Tuesday 26 March 2019,London Academy,Forbes Follos,51,11
Tuesday 26 March 2019,London Academy,Jacenta Antonowicz,57,14
Tuesday 26 March 2019,London Academy,Raul Airlie,63,23
Tuesday 26 March 2019,London Academy,Cleve Craigs,62,21
Tuesday 26 March 2019,London Academy,Jeri Borges,48,17
Tuesday 26 March 2019,London Academy,Rubia Harnott,43,26
Tuesday 26 March 2019,London Academy,Aili Haggidon,47,19
Tuesday 26 March 2019,London Academy,Salaidh Jumont,65,12
Tuesday 26 March 2019,London Academy,Jill Pawelec,56,15
Tuesday 26 March 2019,London Academy,Olenolin Wressell,62,22
Tuesday 26 March 2019,London Academy,Althea Kopelman,54,25
